"","player_id","team_id","player_season_appearances","player_season_minutes"
"360",435512,26020,7,627.6
"361",3265,2362,8,806.31665
"362",126523,19538,5,431.68335
"363",11215,26021,8,761.3
"364",93110,1880,2,146
"365",6762,26022,4,418.45
"366",405834,2362,7,369.81665
"367",189245,26020,1,107.51667
"368",25237,26022,10,564.68335
"369",443293,1932,4,284.15
"370",263285,1922,2,23.266666
"371",409726,19538,10,1004.6333
"372",5675,2367,10,981.31665
"373",35034,1901,6,571.65
"374",443724,19538,10,867.36664
"375",16791,1880,6,284.9167
"376",42148,1880,4,287.7
"377",43191,1922,3,207.5
"378",396638,19538,2,45.666668
"379",37323,1901,5,366.98334
"380",135191,3182,6,221.16666
"381",124506,2366,5,353.35
"382",443651,12791,8,529.7166
"383",23799,26022,10,1023.55
"384",44450,2364,5,229.31668
"385",97027,1901,5,355.31665
"386",6193,2366,5,371.56668
"387",43224,1930,5,501.98334
"388",7005,2367,8,734.9167
"389",44464,1932,4,214.01666
"390",443691,26021,6,499.43335
"391",443802,26022,7,650.8833
"392",93108,1892,9,677.9834
"393",44931,12791,4,265.4
"394",396632,19538,6,377.4
"395",33451,19573,9,782.9166
"396",124860,19573,4,358.86664
"397",3130,26021,4,161.03333
"398",43168,1932,7,552
"399",43493,1886,1,81.05
"400",6337,1886,5,328.76666
"401",24003,26021,5,354.75
"402",37487,19573,6,491.58334
"403",51120,3182,7,740.25
"404",53767,3376,6,184.74998
"405",9927,2367,7,566.9
"406",10905,19573,3,305.05
"407",21793,1892,7,594.5834
"408",51134,3182,4,215.33333
"409",36150,2364,3,95.75
"410",429112,26021,5,469.86667
"411",46314,1932,9,488.1667
"412",3109,2367,9,815.0834
"413",7023,3376,9,866.5333
"414",42223,1886,7,491.13333
"415",43237,1930,4,264.88333
"416",443723,19538,2,149.36667
"417",52306,26021,4,227.98334
"418",30976,2291,3,284.11667
"419",443803,26022,6,595.13336
"420",51546,2367,7,590.93335
"421",443725,19538,7,133.46667
"422",5241,12791,6,526.9
"423",124649,26020,7,506.96667
"424",43219,1930,3,188.3
"425",462410,1972,2,82.3
"426",51395,2335,4,264.41666
"427",27150,3182,8,620.0667
"428",395995,1899,5,444.13333
"429",5220,12791,4,405.21667
"430",97924,1880,6,600.7167
"431",188175,1932,7,455.03336
"432",37219,1880,5,376.93335
"433",43286,1932,10,801.2334
"434",37256,1886,5,475.1333
"435",28884,2362,8,808.2666
"436",43288,1932,7,183.4
"437",102678,26020,6,514.95
"438",37243,1886,7,375.43332
"439",43508,1922,7,333.63333
"440",326758,26021,7,447.99997
"441",31238,2366,6,420.65002
"442",10583,3376,4,277.93335
"443",3990,26022,3,55.516663
"444",447354,26020,4,247.73334
"445",51396,2335,9,806.5334
"446",5694,1886,2,176.08333
"447",8160,12791,8,444.0333
"448",427414,1886,5,180.35
"449",41946,1886,9,731.58325
"450",49586,1880,9,766.76666
"451",51460,3376,5,99.36667
"452",42946,1922,6,521.5833
"453",18541,1932,8,751.9333
"454",51545,3376,9,857.68335
"455",209939,1880,10,854.4166
"456",291362,1930,1,100.76667
"457",45596,19573,6,103.166664
"458",40568,1899,5,284.6
"459",136042,26020,8,725.18335
"460",43143,1930,7,545.51666
"461",386645,1972,7,567.93335
"462",416631,1899,5,177.16666
"463",40557,1901,5,318.46667
"464",124520,2366,2,45.86667
"465",443655,12791,6,446.8667
"466",40781,19573,8,728.1666
"467",49532,19538,4,371.78333
"468",37495,1880,7,544.0834
"469",5469,2291,9,790.1167
"470",51440,3376,1,52.516666
"471",106593,1886,2,190.15
"472",43245,1930,1,107.55
"473",149160,2364,3,59.083332
"474",386884,1930,1,32.683334
"475",37223,1892,1,75.51667
"476",96577,1901,1,26.433332
"477",204821,1972,10,879.8
"478",43396,1922,10,1003.88336
"479",96568,1972,10,1037.1666
"480",25402,1886,1,61.8
"481",149132,2362,1,98.05
"482",8889,1892,3,248.33331
"483",41065,1901,1,101.316666
"484",40936,19573,4,402.31668
"485",25255,2364,10,1036.8333
"486",341948,1899,1,98.083336
"487",37488,1880,4,396.86667
"488",43142,1922,2,154.26666
"489",157455,2364,2,42.833336
"490",124733,12791,2,166.4
"491",10584,1922,1,73.88333
"492",37194,1892,3,128.88333
"493",37490,1880,1,44.566666
"494",51091,2291,3,140.38333
"495",397143,1901,1,104.083336
"496",125823,26021,10,1017.7167
"497",124500,2362,2,113.200005
"498",37245,1880,1,76.8
"499",3182,2335,3,285.66666
"500",462518,1901,1,15.283334
"501",125922,1901,1,104.083336
"502",410231,3376,2,25.349998
"503",42870,1645,4,322.53336
"504",224073,1899,2,61.949997
"505",438179,19538,6,602.0333
"506",40891,1972,1,18.033333
"507",40658,1901,3,246.4
"508",51667,3376,2,43.183334
"509",416475,12791,1,60.9
"510",42222,1892,1,100.01667
"511",400840,1932,1,96.083336
"512",37130,1892,9,708.2166
"513",97029,1972,6,519.25
"514",443804,26022,1,14
"515",443708,1645,3,58.100002
"516",5714,2367,1,103.9
"517",133471,3376,3,145.4
"518",150429,2366,7,489.44998
"519",438120,1930,1,12.666667
"520",67510,3182,1,49
"521",442121,3182,2,158.78333
"522",447066,1645,5,441.61667
"523",40736,1899,6,549.1333
"524",53370,2291,1,102.46667
"525",10601,19538,4,402.6
"526",461497,1645,1,27.216667
"527",51997,3182,3,97.15
"528",405264,3376,4,412.34998
"529",461654,26020,1,105.916664
"530",124512,2366,1,19.333334
"531",40747,1972,2,216.7
"532",447311,1880,1,19.933332
"533",41146,1972,4,255.76666
"534",51604,26022,2,82.71667
"535",415000,3182,1,14.55
"536",51092,2367,2,24.733334
"537",427207,1930,1,49.6
"538",443294,1932,3,121.86666
"539",37812,1880,5,495.86667
"540",443548,26020,1,105.916664
"541",124510,2366,9,923.0499
"542",52069,3182,1,100.066666
"543",124423,19538,4,166.68333
"544",443549,26020,5,271.56665
"545",150181,2364,6,408.16666
"546",43405,1930,4,181.7
"547",43375,1932,10,1000.44995
"548",432870,1899,1,19.8
"549",149272,2362,3,215.08334
"550",263393,1930,2,99.75
"551",443692,26021,4,106.566666
"552",41550,2291,9,907.1001
"553",51126,3182,7,740.25
"554",463074,1972,2,115.71667
"555",269935,2291,1,67.95
"556",122809,1922,1,38.716667
"557",271933,1892,2,32.833332
"558",51348,2335,2,20.816666
"559",6823,2362,7,710.2167
"560",40814,1899,3,300.26666
"561",43235,1930,1,42.45
"562",28938,1892,2,147.03334
"563",43414,1922,7,656.50006
"564",52310,1886,2,102.61667
"565",413399,19573,1,22.266666
"566",138821,2335,2,200.83334
"567",204013,1886,1,81.1
"568",213597,1880,2,175.1
"569",3680,2364,4,308.95
"570",417406,26020,8,816.7167
"571",124496,2366,1,104.166664
"572",56446,3182,1,85.7
"573",435679,1972,1,31.416666
"574",339176,2335,3,168.46666
"575",40747,1899,1,28.166666
"576",6829,26022,2,152.98334
"577",32874,1892,3,298.45
"578",461655,26021,4,279.98334
"579",435509,26020,3,308.1
"580",427289,1901,1,15.033334
"581",53772,3376,7,546.5334
"582",260049,3376,2,41.95
"583",149463,2366,1,104.166664
"584",5606,2362,2,194.53333
"585",33576,1899,5,359.7
"586",52089,2335,5,253.96666
"587",37489,1886,6,523.0834
"588",77645,2364,4,197.45001
"589",43399,1922,1,26.783333
"590",463034,2291,1,15.983334
"591",126484,26022,7,255.26666
"592",37199,1892,6,589.93335
"593",124859,19573,6,268.81668
"594",149467,2366,5,240.81668
"595",40730,1972,4,108.15
"596",43242,1930,7,710.3
"597",122819,1645,1,11.733334
"598",123989,26022,2,16.35
"599",448148,2364,1,15.266666
"600",234390,1645,1,37.85
"601",116926,2366,3,110.283325
"602",51714,2364,3,240.33334
"603",6652,26022,4,251.2
"604",129596,1899,2,82.5
"605",51128,3182,1,77.066666
"606",429968,1972,1,49.6
"607",393390,1645,2,112.5
"608",54539,2335,1,3.7333333
"609",51327,2335,8,824.13336
"610",23731,2362,2,85.6
"611",51663,2367,1,114.75
"612",448543,26020,1,29.266666
"613",8271,2364,6,242.58333
"614",407560,1899,1,49.5
"615",40605,1899,4,401.23334
"616",3610,26022,1,25.616667
"617",438178,19538,3,57.1
"618",392714,1922,1,19.533333
"619",242068,1880,1,104.85
"620",80376,2367,2,127.71667
"621",124901,2362,5,62.933334
"622",9920,19573,10,1001.43335
"623",51397,2335,3,52.566666
"624",7379,3376,6,622.3667
"625",37791,1886,7,730.55
"626",34886,12791,8,823.4167
"627",24010,1880,3,300.85
"628",7823,26022,10,1023.55005
"629",18876,1886,1,33.05
"630",5988,1972,2,67.666664
"631",435982,1972,1,11.833333
"632",37252,1886,2,116.83333
"633",406172,3182,1,21.133333
"634",288313,1892,1,100.01667
"635",51398,2335,9,657.31665
"636",439768,1886,2,94.7
"637",44179,1932,1,13.45
"638",43392,1922,6,139.96666
"639",4771,1932,4,233.96667
"640",93880,1901,4,249.88333
"641",124864,19573,2,18.983334
"642",6785,2367,8,814.5333
"643",113527,1922,1,49.783333
"644",94002,1880,4,321.6667
"645",5619,1901,6,571.9167
"646",51412,3182,5,317.6
"647",104190,2362,1,100.88333
"648",52263,1899,2,53.833332
"649",98263,1899,2,152.43333
"650",148173,2362,5,89.51666
"651",390474,2335,1,92.2
"652",45193,1901,3,188.38333
"653",95907,1886,6,458.9167
"654",443653,12791,4,104.75
"655",407850,26020,2,205.98334
"656",143487,26020,5,417.28333
"657",426766,3182,2,105.299995
"658",116403,1972,7,238.34999
"659",124659,26020,7,723.61664
"660",405606,3376,2,49.300003
"661",51591,2367,3,132.76666
"662",51184,3376,2,169.35
"663",25056,19573,3,163.53333
"664",443650,12791,2,202.45
